SQL,cardinality
"SELECT count(*) FROM title t1,movie_keyword t2 WHERE t1.id=t2.movie_id AND keyword_id <= 70907;",6747781
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND kind_id > 6 AND company_id < 86822;",851186
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND company_id > 48628;",1487083
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 7 AND company_type_id >= 1;",2875684
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 7 AND company_type_id != 2;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND kind_id >= 3;",876933
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id != 6;",4847409
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 45325 AND kind_id != 8;",1626940
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND company_id >= 225804;",187080
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 276228;",104470
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 292179 AND kind_id = 4 AND company_type_id != 2;",151135
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 87199 AND company_type_id = 2;",1568631
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 7 AND company_id <= 41948;",1362221
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id != 1;",1906579
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 144575 AND kind_id > 2 AND company_type_id != 1;",1627942
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 260828 AND kind_id <= 3;",2437549
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id < 4 AND company_id != 18348;",1275736
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 94773 AND company_type_id <= 1;",2026199
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id <= 8;",2868357
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 1 AND kind_id <= 7;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND company_id < 261947;",2704560
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND company_id < 110980 AND kind_id != 4;",1874398
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 46351;",3276940
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 286840 AND kind_id <= 6;",2786520
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 227899;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 6 AND company_id > 10628 AND company_type_id != 1;",834908
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 188655 AND kind_id <= 4;",2552686
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 299827;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 307963 AND kind_id = 6;",1152
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 356198 AND company_type_id <= 2;",4888394
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id <= 8 AND company_id > 250538;",144557
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND company_id < 310870 AND kind_id != 7;",1454752
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 127150 AND company_type_id <= 2 AND kind_id != 8;",4145234
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND kind_id != 8;",2868356
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 1 AND company_id <= 137204;",2750583
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 108921;",1220529
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id >= 1 AND company_id <= 352883;",4884923
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 76813 AND kind_id < 2;",579619
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND company_id >= 146639 AND kind_id >= 1;",510993
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 1 AND company_id > 76336;",581588
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 3 AND company_id <= 104617 AND company_type_id = 2;",668247
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 360003 AND kind_id < 3;",2269537
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id != 6;",2846684
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 331884;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 110579 AND company_type_id <= 2;",3681925
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 8 AND company_id > 213975;",215412
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 214595;",214175
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 170043;",346660
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 7 AND company_type_id >= 1;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 242453;",158771
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 2 AND company_type_id = 2;",160342
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 310857 AND kind_id = 7;",2018873
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 268443;",115864
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 335949;",28121
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 325381;",4854218
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 149308 AND company_type_id = 1 AND kind_id = 1;",991606
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND company_id <= 74437 AND kind_id != 1;",1103328
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 130465 AND company_type_id != 1 AND kind_id < 4;",489437
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND kind_id = 4;",151135
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 6 AND company_type_id = 2 AND company_id <= 75577;",11459
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 9379 AND company_type_id <= 2 AND kind_id <= 2;",2271386
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 1 AND company_type_id < 2;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 1 AND company_id <= 15182;",2287653
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 77401 AND company_type_id = 2;",1528263
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 7 AND company_type_id = 2;",1420931
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 138594 AND company_type_id <= 2;",4294383
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 110701 AND kind_id != 6 AND company_type_id = 1;",1999725
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 163925 AND kind_id <= 2;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 301745 AND company_type_id >= 1 AND kind_id >= 6;",2064701
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 4 AND company_id != 33506;",2066022
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 316879 AND kind_id != 2 AND company_type_id <= 2;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND company_id < 202876;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 46255 AND kind_id > 7;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 14193;",2652630
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 6 AND company_id != 348683 AND company_type_id < 2;",1454752
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND kind_id >= 7;",1447426
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id > 1 AND kind_id = 2 AND company_id != 245359;",160342
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 291164 AND company_type_id <= 1 AND kind_id < 3;",1149267
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 1 AND kind_id > 2 AND company_id > 70540;",12949
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 295072 AND kind_id > 2;",2623170
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 75555 AND company_type_id < 2 AND kind_id <= 4;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 8 AND company_id != 245524;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 1 AND company_type_id >= 2 AND company_id >= 184884;",292395
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 39618;",4894555
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 255959 AND kind_id != 7;",135692
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 6 AND company_type_id >= 2;",21673
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 2 AND company_id < 13835;",1994973
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 271700;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 126409;",4135323
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 31798;",1822054
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 7 AND company_type_id = 1;",571448
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 12604;",2720969
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 7 AND company_id <= 292533 AND company_type_id = 1;",571448
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 129068;",722057
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 94173 AND kind_id <= 1 AND company_type_id <= 2;",1427160
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 233332 AND kind_id > 4;",2066022
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 15151;",2287335
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 70973 AND company_type_id = 1;",54788
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 2 AND company_type_id != 1;",2708015
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 67759;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 205715 AND company_type_id = 1;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND company_id >= 198198 AND kind_id = 6;",4627
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 232012;",177973
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND kind_id >= 1;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 216685;",4685244
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 2 AND company_type_id >= 2;",1122120
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id < 269720;",4780746
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND kind_id != 3;",1897325
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND company_id != 318120 AND kind_id >= 4;",748058
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 1 AND company_id < 43102;",1894344
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 89094 AND kind_id >= 2 AND company_type_id >= 2;",774829
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 3 AND company_type_id < 2;",1897325
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 2 AND company_type_id > 1 AND company_id < 39539;",304139
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 86945;",1330147
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 201889 AND kind_id = 3 AND company_type_id > 1;",14200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 85366 AND kind_id <= 1 AND company_type_id < 2;",967380
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id = 4 AND company_id > 216071;",15637
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND kind_id <= 8 AND company_id >= 140517;",583290
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 2 AND company_type_id <= 2 AND company_id != 106398;",4576552
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id = 8;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 1 AND company_type_id <= 1 AND company_id <= 353175;",1034594
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 162583 AND company_type_id <= 2 AND kind_id <= 8;",4510408
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND company_id != 336431 AND kind_id = 3;",282503
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND kind_id != 2;",1868539
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND company_id < 290503;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 6 AND company_id >= 200860;",242997
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id > 4 AND company_id < 252283;",1466759
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND company_id = 286560 AND kind_id != 4;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND company_id <= 94585 AND kind_id <= 3;",1262078
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND company_id <= 116991;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND kind_id <= 7;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 31942 AND kind_id != 4;",2913393
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 3 AND company_id != 278371;",2340667
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 89840;",1317792
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 48593 AND company_type_id != 2;",109986
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 344442 AND company_type_id > 1;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 2 AND company_id < 117809 AND company_type_id = 2;",1307000
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 147087;",507454
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 169344 AND company_type_id <= 2;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 71965 AND kind_id = 4 AND company_type_id <= 2;",63477
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 8 AND company_id > 260920 AND company_type_id >= 1;",127672
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 132843;",42
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 311686;",56848
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND company_id <= 72351;",2038838
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND kind_id != 1;",2941173
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 301178;",4824469
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 21632;",2263784
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 6 AND company_type_id = 2;",1469099
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 8 AND company_id > 354614;",7816
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 208382;",4665993
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND kind_id <= 7;",2868356
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id <= 97502;",3611354
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 137203 AND company_type_id > 1 AND kind_id != 1;",190593
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 237004 AND kind_id > 4;",2969
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 132580 AND kind_id <= 7;",4228107
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id >= 3 AND company_type_id > 1;",1746237
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 1;",2941173
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND kind_id < 7 AND company_id <= 332603;",1388961
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id < 3 AND company_id > 240969;",137230
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 23113;",2130662
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 226849 AND kind_id <= 3;",2553888
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND company_id < 97863 AND kind_id <= 2;",554217
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 288348 AND kind_id <= 3 AND company_type_id = 1;",1278142
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id = 25382 AND kind_id != 4;",37
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 180269;",307651
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND company_id <= 343395 AND kind_id != 1;",1903553
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 8 AND company_id >= 171508;",340429
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 1 AND company_id >= 60157;",648772
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 340458 AND company_type_id <= 2 AND kind_id >= 8;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND company_id <= 239330 AND kind_id = 8;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 260261 AND company_type_id > 1 AND kind_id > 3;",1581068
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 4 AND company_id = 101660 AND company_type_id != 2;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 301408;",4824747
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 56457;",4894548
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id <= 76165;",3503720
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id != 4 AND company_id > 19841;",2270823
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 262909;",4770015
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 2 AND company_id < 347633 AND company_type_id <= 1;",876933
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 197737 AND company_type_id = 2;",2612526
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 47679 AND company_type_id != 2;",1912917
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 1 AND kind_id >= 2 AND company_id <= 327897;",1034594
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND company_id < 309061 AND kind_id != 6;",4788360
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 308084 AND kind_id <= 4;",2768332
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id < 2 AND company_id > 55140 AND company_type_id < 2;",68739
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id < 2 AND company_id < 121640;",1498426
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 303564;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 180893;",4894553
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id < 65133 AND kind_id > 4;",1427763
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND company_id != 90996 AND kind_id >= 2;",1034594
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 2 AND kind_id <= 6;",1454752
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND kind_id <= 4;",1399258
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id > 233247;",175630
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 1 AND kind_id < 8;",4894556
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 3 AND company_id != 308508 AND company_type_id != 1;",1592609
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id > 7 AND company_id <= 305936 AND company_type_id >= 1;",1
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND company_id >= 107784 AND kind_id != 8;",1225216
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 9698 AND kind_id != 1 AND company_type_id >= 2;",738621
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND company_id < 335189;",2026200
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id <= 79294;",3521831
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id < 2 AND company_id < 251178 AND kind_id < 6;",1429277
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND kind_id <= 3 AND company_type_id >= 1;",2553890
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id = 2 AND company_id = 107070;",3
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id >= 2 AND kind_id <= 3 AND company_id >= 265255;",110145
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id >= 12772 AND kind_id = 6;",43537
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id != 1 AND company_id <= 264269 AND kind_id < 6;",1278946
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_type_id <= 2 AND kind_id != 7 AND company_id >= 138828;",508130
"SELECT count(*) FROM title t1,movie_companies t2 WHERE t1.id=t2.movie_id AND company_id != 272097;",4894556
